sugu,vanus,lapsed,emaharidus,isaharidus,kaaslane,staatus3,tervis,haridus,haridustase,sissetulek,meeldib_oppida,literacy,numeracy,psolvskills,hvaldkond,kaalud
Naine,33,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,207.0842,198.573,NA,Teen,117.4446
Naine,36,Jah,Põhi,Kesk,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,427.327,Suurel määral,310.6618,318.5532,281.1241,Sots,121.9408
Naine,47,Jah,Kesk,Põhi,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,506.2765,Suurel määral,286.206,261.2028,245.8784,Õp,170.3508
Naine,50,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,947.0776,Mõningal määral,284.2189,288.0976,269.4831,Sots,96.19888
Mees,40,Jah,Kõrg,Kõrg,NA,Töötu,Hea,Kesk,Keskmine,NA,Suurel määral,271.359,244.1616,NA,TehTo,160.1555
Naine,20,Ei,Kesk,NA,Ei,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Suurel määral,287.8989,281.4683,318.5327,Üld,118.4273
Naine,41,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Suurel määral,282.7232,275.8521,281.2661,Üld,96.73882
Mees,24,Ei,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,841.8116,Väga suurel määral,325.899,304.7995,310.5101,TehTo,125.9017
Naine,29,Jah,Kõrg,Kesk,Jah,Töötu,Väga hea,Kesk,Keskmine,NA,Mõningal määral,284.6103,278.9586,293.3719,TehTo,108.1216
Mees,50,Jah,Kõrg,Kõrg,Jah,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,NA,Suurel määral,353.0692,339.6436,NA,TehTo,101.9568
Naine,58,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1000,Mõningal määral,364.8646,349.3744,NA,Hum,107.7365
Naine,23,Jah,Kesk,Kesk,Ei,Hõivatud,Suurepärane,Kesk,Keskmine,188.3225,Väga suurel määral,259.1245,240.3428,264.8777,Teen,125.3096
Naine,63,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,241.1936,234.5595,NA,Üld,95.4717
Mees,65,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,319.0237,345.9228,NA,Põ,91.86018
Naine,59,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,552.3303,Suurel määral,235.681,245.951,245.7103,Teen,76.12614
Naine,58,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Üldse mitte,225.7715,221.8896,NA,Üld,98.50967
Mees,61,Jah,NA,NA,Jah,Mitteaktiivne,Hea,Põhi,Madal,NA,Mõningal määral,225.553,236.7144,NA,Üld,119.3147
Mees,35,Jah,Kõrg,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,2000,Suurel määral,288.4622,320.1883,301.5013,TehTo,113.2407
Naine,29,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,1104.976,Väga suurel määral,292.8201,279.8438,290.2958,Üld,129.527
Naine,20,Ei,Kesk,Kesk,Ei,Töötu,Hea,Kesk,Keskmine,NA,Suurel määral,305.7238,271.787,278.9742,Üld,97.46748
Mees,28,Jah,NA,NA,Jah,Töötu,Rahuldav,Kesk,Keskmine,NA,Suurel määral,175.7034,175.6169,177.3926,TehTo,220.4326
Naine,63,Jah,Põhi,NA,NA,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Mõningal määral,172.0166,151.6927,NA,Üld,107.7365
Mees,38,Ei,Põhi,Põhi,Ei,Töötu,Hea,Põhi,Madal,NA,Mõningal määral,243.3426,208.1501,NA,Üld,112.7126
Mees,31,Jah,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,2000,Suurel määral,330.8246,346.7735,305.9872,Täp,148.5919
Naine,53,Jah,Põhi,Põhi,Jah,Hõivatud,Halb,Kesk,Keskmine,NA,Üldse mitte,234.184,236.4251,NA,Üld,102.8623
Mees,23,Jah,Kesk,Põhi,Jah,Hõivatud,Väga hea,Põhi,Madal,776.0204,Mõningal määral,281.9975,256.6354,276.6274,Üld,132.8443
Naine,30,Jah,Kesk,NA,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,292.453,230.8171,NA,TehTo,123.9307
Naine,48,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,260.8995,265.1049,236.8844,Teen,114.2591
Naine,37,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,240.2625,215.3274,267.2448,Sots,126.9208
Mees,32,Jah,Kesk,Põhi,Jah,Hõivatud,Väga hea,Kesk,Keskmine,2065.528,Suurel määral,267.6317,251.7976,282.4659,Üld,115.8681
Naine,28,Ei,Kesk,Kesk,Jah,Töötu,Rahuldav,Kesk,Keskmine,NA,Suurel määral,268.9738,248.798,230.9172,Üld,95.81938
Mees,55,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,294.5089,287.4931,NA,TehTo,167.0844
Mees,41,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,NA,Suurel määral,258.8306,245.8289,240.595,TehTo,112.3056
Naine,28,Ei,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,322.1701,314.5551,333.5794,Sots,129.527
Mees,55,Ei,Põhi,NA,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,270.8748,262.0873,NA,Üld,102.8134
Mees,52,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Väga vähe,230.5172,258.1977,221.8725,TehTo,144.6558
Naine,50,Jah,Põhi,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,447.0644,Mõningal määral,328.0408,281.1668,NA,Üld,93.21415
Mees,43,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,1052.344,Väga suurel määral,333.7697,312.0371,NA,Põ,105.694
Naine,32,Jah,Kesk,Kesk,Ei,Hõivatud,Suurepärane,Kesk-järgne kutse,Keskmine,881.2864,Suurel määral,231.1133,254.2612,259.5135,Teen,105.67
Naine,55,Jah,Kesk,Põhi,Jah,Hõivatud,Halb,Kesk,Keskmine,520.4984,Suurel määral,215.7413,283.3417,242.7889,Üld,102.7272
Mees,39,Jah,Kesk,Kesk,Jah,Töötu,Hea,Kesk,Keskmine,NA,Mõningal määral,298.3253,290.513,260.3687,Üld,119.5158
Mees,16,Ei,Kesk,Põhi,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Mõningal määral,240.776,191.2285,238.0484,Üld,132.8443
Naine,62,Jah,Kesk,Kesk,NA,Hõivatud,Rahuldav,Kesk,Keskmine,166.5595,Mõningal määral,198.6302,236.3842,181.0888,TehTo,105.2936
Naine,48,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,749.7039,Suurel määral,285.2304,299.1094,279.1896,Põ,116.91
Mees,46,Ei,Kesk,Kesk,NA,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,326.0086,Mõningal määral,281.4767,257.8823,231.326,Põ,108.8759
Mees,64,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,520,Mõningal määral,291.8699,269.9116,NA,TehTo,86.86417
Naine,47,Jah,Kesk,NA,Ei,Hõivatud,Hea,Põhi,Madal,303.3333,Mõningal määral,143.5218,115.6291,NA,Teen,170.3508
Mees,19,Ei,Kesk,Põhi,Ei,Mitteaktiivne,Suurepärane,Põhi,Madal,NA,Mõningal määral,240.5428,225.103,NA,Üld,110.2129
Naine,62,Jah,Põhi,NA,Jah,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Mõningal määral,271.7585,243.9273,NA,Üld,113.2684
Mees,55,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,552.3303,Üldse mitte,227.2652,231.8947,NA,Üld,128.0269
Mees,41,Jah,Kõrg,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,1012.869,Suurel määral,275.5587,253.6836,250.1146,TehTo,165.5704
Mees,64,Jah,Põhi,NA,Ei,Töötu,Rahuldav,Põhi,Madal,NA,Suurel määral,215.6204,215.0991,216.9214,Üld,86.86417
Naine,46,Jah,Kõrg,Põhi,Ei,Hõivatud,Hea,Kesk,Keskmine,600,Suurel määral,281.1317,271.1127,217.0887,Üld,122.9129
Naine,20,Ei,Põhi,Põhi,Ei,Töötu,Hea,Kesk,Keskmine,NA,Suurel määral,301.7592,277.4879,268.708,TehTo,103.0734
Mees,24,Ei,Kesk,Kesk,Ei,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,328.6402,Suurel määral,354.9966,345.8745,406.9789,TehTo,105.2251
Naine,17,Ei,Kesk,Kõrg,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,288.86,268.8049,321.3454,Üld,102.3792
Mees,36,Jah,Kesk,Kesk,NA,Hõivatud,Hea,Kesk,Keskmine,881.2864,Mõningal määral,274.7384,274.9229,NA,TehTo,135.4334
Naine,33,Jah,Kesk,Põhi,Jah,Hõivatud,Väga hea,Põhi,Madal,998.936,Väga suurel määral,246.4419,260.8327,276.0484,Üld,102.2412
Naine,54,Jah,Kesk,Kõrg,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,552.3303,Suurel määral,329.6348,276.9123,NA,Hum,122.2789
Naine,24,Ei,Kesk,Kesk,Jah,Hõivatud,Väga hea,Kesk-järgne kutse,Keskmine,260,Väga suurel määral,283.2179,265.4568,321.5476,Sots,118.4273
Mees,21,Ei,Kõrg,Kõrg,Jah,Hõivatud,Suurepärane,Kesk,Keskmine,NA,Suurel määral,322.2001,348.3185,340.589,Üld,122.7014
Mees,51,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,486.5391,Suurel määral,267.6362,271.3798,NA,Teen,107.0013
Mees,44,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,1539.198,Väga suurel määral,297.2144,309.0219,270.5031,TehTo,92.40594
Mees,55,Jah,Põhi,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,1276.034,Suurel määral,285.529,314.5345,245.6286,Üld,129.6345
Mees,46,Jah,Põhi,Kõrg,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,NA,Mõningal määral,300.4341,291.171,NA,Sots,144.6558
Naine,28,Jah,Põhi,Põhi,Jah,Töötu,Suurepärane,Põhi,Madal,NA,Väga suurel määral,298.7323,293.3348,NA,Üld,104.1182
Naine,46,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,789.1786,Mõningal määral,254.4092,258.9948,225.0649,Põ,94.73455
Mees,36,Jah,Kõrg,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Suurel määral,291.6425,291.0217,277.2316,TehTo,133.7182
Mees,16,Ei,Kesk,Põhi,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Mõningal määral,280.9828,271.503,285.8896,Üld,103.3281
Naine,16,Ei,Kesk,Kõrg,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,281.4662,261.306,283.7466,Üld,111.0168
Mees,59,Jah,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,486.5391,Suurel määral,311.691,326.5673,288.213,Hum,117.8036
Mees,28,Ei,Kesk,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,1933.946,Väga suurel määral,348.8141,323.6733,348.8486,Täp,148.5919
Mees,65,NA,NA,NA,NA,Hõivatud,NA,Kesk,Keskmine,NA,NA,162.9723,165.9253,NA,TehTo,121.2352
Naine,54,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,645,Suurel määral,314.82,312.5798,273.4948,TehTo,122.7917
Mees,23,Jah,Kesk,Kõrg,Jah,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Suurel määral,280.4109,289.2557,299.5463,Üld,92.57301
Mees,44,Jah,Kesk,Kõrg,Jah,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,NA,Väga suurel määral,255.1185,282.5543,272.2163,TehTo,98.599
Mees,55,Jah,Põhi,Põhi,Jah,Hõivatud,Väga hea,Kesk,Keskmine,1500,Väga vähe,206.415,253.1614,206.7784,Üld,157.5112
Naine,57,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,272.3314,276.5099,263.9356,TehTo,112.6842
Mees,53,Jah,Kõrg,Kõrg,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,317.3698,310.8922,289.3033,Üld,144.6558
Mees,18,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Mõningal määral,300.1745,249.4879,284.6887,Üld,131.8696
Naine,37,Jah,Põhi,NA,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,1012.869,Suurel määral,307.9763,324.2953,314.7162,Terv,94.47261
Naine,58,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Mõningal määral,229.9592,251.4429,199.6937,Sots,107.7365
Naine,35,Jah,Kõrg,Kõrg,Ei,Hõivatud,Hea,Kesk,Keskmine,354.9567,Mõningal määral,269.9355,272.6255,284.4846,Teen,158.2228
Mees,46,Ei,Kesk,Põhi,Ei,Hõivatud,Rahuldav,Põhi,Madal,NA,Suurel määral,182.116,192.9481,207.1499,Üld,116.0136
Naine,64,Jah,Põhi,Põhi,Jah,Töötu,Rahuldav,Kesk-järgne kutse,Keskmine,NA,Väga vähe,271.3665,290.5585,NA,TehTo,101.2699
Naine,50,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,316.7978,Suurel määral,327.6939,261.0594,NA,Sots,92.35652
Naine,16,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Väga suurel määral,286.0869,257.9783,297.4234,Üld,102.3792
Mees,27,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Põhi,Madal,1012.869,Suurel määral,217.336,221.9355,229.631,Üld,113.2407
Naine,20,Ei,Kesk,Kõrg,NA,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Väga suurel määral,308.9625,303.117,307.1958,Üld,100.7362
Naine,38,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,849.7065,Mõningal määral,260.1053,213.7928,226.8499,Üld,81.23879
Naine,53,Jah,Põhi,Põhi,Jah,Hõivatud,Halb,Kesk-järgne kutse,Keskmine,354.9567,Suurel määral,280.084,283.5826,NA,Terv,103.0994
Naine,49,Jah,Põhi,Põhi,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,743.1248,Väga suurel määral,336.7557,294.8691,291.3789,Hum,97.47162
Mees,60,Jah,Põhi,Põhi,Ei,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Mõningal määral,356.6638,339.4132,NA,Üld,92.65193
Mees,18,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Mõningal määral,297.336,319.6547,331.6693,Üld,109.2711
Mees,58,Jah,Kesk,Kõrg,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,815.4951,Mõningal määral,241.8912,274.2343,NA,Üld,86.86417
Naine,41,Jah,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,947.0776,Suurel määral,357.4571,306.5963,NA,Teen,96.41215
Naine,61,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,1078.66,Suurel määral,253.9751,269.332,229.4488,Üld,83.11272
Mees,34,Ei,Kesk,Kesk,NA,Töötu,Hea,Kesk,Keskmine,NA,Mõningal määral,239.2618,274.7422,240.662,Üld,186.477
Mees,59,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,300,Mõningal määral,234.171,245.4266,NA,TehTo,145.8649
Mees,57,Ei,Põhi,Põhi,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Üldse mitte,126.872,89.14695,NA,Üld,97.23598
Mees,53,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,670.7545,Suurel määral,364.6658,332.0679,NA,TehTo,129.6345
Mees,45,Jah,Kesk,Kõrg,Jah,Hõivatud,Väga hea,Kesk,Keskmine,NA,Suurel määral,315.6189,322.2096,305.4825,TehTo,133.7182
Naine,34,Jah,Põhi,Põhi,Jah,Hõivatud,Väga hea,Kesk-järgne kutse,Keskmine,NA,Väga suurel määral,235.1639,202.215,228.3371,Teen,92.34975
Naine,54,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,460.2226,Mõningal määral,162.7766,176.8425,154.8009,Sots,90.18954
Naine,16,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Väga vähe,257.4788,248.4431,253.1576,Üld,180.5255
Mees,48,Jah,Põhi,NA,Ei,Hõivatud,Hea,Kesk,Keskmine,NA,Suurel määral,306.6002,295.7851,284.7772,Üld,144.6558
Naine,42,Jah,Põhi,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,644.4749,Suurel määral,216.864,193.2081,210.471,TehTo,92.95641
Mees,61,Jah,Põhi,Kesk,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Väga vähe,105.1868,166.9162,NA,Üld,145.8649
Naine,56,Ei,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,552.3303,Suurel määral,321.6513,252.0542,NA,NA,111.3182
Mees,32,Jah,Kesk,Kesk,Jah,Hõivatud,Suurepärane,Kesk,Keskmine,NA,Mõningal määral,275.0295,309.515,290.7458,Üld,115.8681
Naine,17,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Suurel määral,313.1885,256.0233,301.0909,Üld,118.7607
Mees,38,Ei,Põhi,NA,NA,Hõivatud,Suurepärane,Kesk-järgne kutse,Keskmine,750,Suurel määral,243.8037,257.881,242.4812,Teen,98.599
Naine,21,Ei,Kõrg,Kõrg,NA,Hõivatud,Hea,Kesk,Keskmine,300,Väga suurel määral,324.9676,308.2769,273.4746,Üld,105.3372
Mees,63,Jah,Kesk,Põhi,NA,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,247.3844,218.0479,NA,Üld,121.2352
Naine,56,Jah,Põhi,Põhi,Jah,Hõivatud,Halb,Kesk,Keskmine,486.5391,Mõningal määral,272.9971,264.3317,NA,Üld,141.9841
Mees,19,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Suurel määral,326.8084,298.8044,332.6227,TehTo,94.64223
Mees,53,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,808.8889,Mõningal määral,228.6022,213.7751,NA,Üld,95.58782
Mees,18,Ei,NA,NA,Ei,Mitteaktiivne,Suurepärane,Põhi,Madal,NA,Suurel määral,270.3574,241.1002,292.7007,Üld,138.394
Naine,24,Jah,Kõrg,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,326.4536,286.6243,313.4528,Sots,115.7419
Mees,56,Jah,Kesk,Põhi,Ei,Hõivatud,Rahuldav,Põhi,Madal,279.9547,Üldse mitte,268.8122,271.4437,NA,Üld,105.2915
Naine,49,Jah,Kesk,Põhi,Jah,Töötu,Rahuldav,Kesk-järgne kutse,Keskmine,NA,Suurel määral,209.4537,228.4113,227.1422,TehTo,122.2789
Mees,26,Ei,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,486.5391,Väga suurel määral,330.984,309.7888,333.0194,Täp,125.5482
Mees,43,Jah,NA,NA,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,2469.084,Mõningal määral,303.3354,286.0907,NA,Üld,105.694
Naine,22,Ei,Kõrg,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,986.5523,Väga suurel määral,289.4619,249.1822,277.5678,Sots,115.7419
Naine,18,Ei,Kesk,Põhi,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,323.4996,270.9883,314.8569,Üld,115.7419
Mees,55,Jah,Kõrg,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,644.438,Suurel määral,244.5882,232.3639,NA,Teen,121.9912
Naine,25,Ei,Kõrg,NA,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,289.1655,Väga suurel määral,337.8541,329.9037,319.4732,Hum,125.3096
Mees,43,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Põhi,Madal,NA,Suurel määral,284.2278,254.2152,NA,TehTo,186.2346
Naine,21,Ei,Kesk,Kesk,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Suurel määral,325.5757,310.1848,345.9035,Üld,125.3096
Mees,22,Ei,Kõrg,Kesk,Jah,Hõivatud,Suurepärane,Kesk,Keskmine,486.5391,Väga suurel määral,315.4106,353.8042,312.561,Üld,122.7014
Naine,52,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,420.7479,Mõningal määral,232.8946,265.4828,235.8434,Sots,81.46404
Mees,19,Ei,Põhi,Põhi,Ei,Mitteaktiivne,Suurepärane,Põhi,Madal,NA,Suurel määral,269.8305,227.6218,260.7372,Üld,103.3281
Naine,24,Jah,Kõrg,Kõrg,Jah,Mitteaktiivne,Väga hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,290.4641,257.7377,288.6859,Sots,115.7419
Mees,50,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,486.5391,Mõningal määral,269.3392,277.3553,NA,TehTo,98.79346
Naine,21,Ei,Kõrg,Põhi,Jah,Hõivatud,Väga hea,Kesk,Keskmine,758.3333,Suurel määral,317.5218,283.8203,361.0559,Üld,100.7362
Mees,21,Ei,Põhi,Põhi,NA,Hõivatud,Suurepärane,Kesk,Keskmine,NA,Mõningal määral,223.3217,230.4413,229.5129,TehTo,141.9293
Naine,43,Jah,Kesk,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,346.5082,334.6766,NA,Põ,95.11311
Mees,29,Ei,Kõrg,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1394.458,Suurel määral,370.5598,369.8992,344.941,Sots,118.4129
Mees,43,Jah,Kesk,Kesk,Ei,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,261.0092,287.3657,228.647,Põ,100.4092
Mees,55,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,313.9239,322.8952,NA,TehTo,155.2644
Mees,25,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Kesk,Keskmine,578.6468,Suurel määral,281.8733,273.7494,286.1625,TehTo,122.7014
Mees,25,Ei,Kesk,Kõrg,Ei,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Mõningal määral,307.8776,260.7525,287.1324,Üld,106.7934
Mees,17,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Suurel määral,279.2403,297.8738,273.8087,Üld,110.2129
Naine,54,Jah,Kõrg,Kesk,NA,Töötu,Hea,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,249.7513,253.3106,205.2377,Sots,122.2789
Mees,56,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,749.7039,Suurel määral,289.0983,352.6537,260.7798,Sots,141.0944
Naine,17,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Väga suurel määral,295.8748,292.8675,302.687,Üld,104.4811
Naine,31,Jah,Kõrg,Kõrg,Jah,Töötu,Hea,Kesk,Keskmine,NA,Suurel määral,236.6402,237.7414,221.5838,Üld,138.6186
Naine,32,Jah,Kõrg,Kõrg,Jah,Hõivatud,Suurepärane,Kesk,Keskmine,1078.66,Väga suurel määral,273.8045,253.3492,297.5552,Üld,129.527
Naine,51,Ei,Põhi,Põhi,NA,Hõivatud,Hea,Kesk,Keskmine,486.5391,Väga suurel määral,280.0704,280.5151,243.6166,Üld,90.18954
Mees,20,Ei,Põhi,Põhi,Ei,Hõivatud,Suurepärane,Põhi,Madal,NA,Suurel määral,268.5515,268.1257,275.5152,Üld,111.1388
Mees,24,Ei,Põhi,Kesk,NA,Hõivatud,Väga hea,Kesk,Keskmine,900,Väga suurel määral,247.2544,265.7939,316.6777,Üld,92.57301
Mees,33,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,284.1938,305.3642,289.903,Sots,113.2407
Mees,36,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,281.1408,299.11130000000003,286.1959,Üld,117.9736
Naine,61,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,273.5455,254.7949,NA,Sots,88.65052
Naine,33,Jah,Kõrg,Kesk,Ei,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,815.4951,Suurel määral,299.5345,297.1321,292.6116,Teen,129.527
Mees,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.47041
Naine,50,Jah,Põhi,Põhi,NA,Hõivatud,Hea,Kesk,Keskmine,618.1215,Väga suurel määral,275.4071,258.3122,291.8451,Üld,114.2591
Mees,25,Ei,Kõrg,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,850,Mõningal määral,330.7245,304.8898,277.5805,Üld,113.2393
Mees,42,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Väga suurel määral,234.2327,257.6975,250.8961,Üld,167.8111
Mees,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.04552
Naine,40,Ei,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Suurel määral,311.1984,305.2931,314.985,Üld,113.9431
Naine,43,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,NA,Väga suurel määral,248.4534,242.5711,NA,Teen,126.9208
Mees,57,Jah,Kesk,Kõrg,Jah,Mitteaktiivne,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,301.7291,284.2619,NA,Terv,79.56225
Naine,63,Jah,Põhi,Põhi,NA,Mitteaktiivne,Halb,Kesk,Keskmine,NA,Mõningal määral,291.2071,285.935,NA,Üld,85.89999
Naine,38,Jah,Põhi,Kesk,Jah,Töötu,Hea,Rakenduskõrg,Kõrge,NA,Väga suurel määral,266.6823,258.6805,271.7596,Õp,112.8482
